99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
80,2831489,[7 8 1 6 4 5 3 9 2 0],1658347,[4 6 1 0 3 7 9 2 8 5],1194803,[3 2 7 0 5 8 4 9 6 1],2181937,[6 0 1 9 4 8 2 3 7 5],331015,[0 9 2 6 7 4 3 1 8 5],632710,[1 7 6 4 8 3 9 5 0 2],938819,[2 6 3 1 9 5 4 8 7 0],1968906,[5 3 8 6 4 2 9 0 1 7],118072,[0 3 9 4 8 7 5 6 1 2],755079,[2 0 7 8 6 3 5 4 9 1],313884,[0 8 7 2 9 5 4 1 3 6],1095701,[3 0 2 5 8 9 1 7 6 4],3506169,[9 5 8 4 6 0 2 3 7 1],3535011,[9 6 5 2 7 3 0 4 8 1],2337622,[6 3 9 7 5 0 8 4 1 2],2931669,[8 0 6 5 7 3 9 2 4 1],831831,[2 3 7 0 4 9 6 5 8 1],1488898,[4 0 9 3 8 5 2 7 1 6],1283136,[3 5 8 6 0 9 1 2 4 7],82112,[0 3 1 5 2 6 7 8 4 9]
81,1078230,[2 9 6 8 4 1 3 0 5 7],2090442,[5 7 8 6 2 1 9 0 3 4],2680351,[7 3 4 8 6 1 2 0 9 5],504468,[1 4 6 0 7 9 5 2 3 8],3198307,[8 7 2 5 0 4 9 1 6 3],2481863,[6 8 4 3 0 1 9 7 5 2],2514693,[6 9 2 8 4 5 7 1 3 0],1080377,[2 9 7 3 5 0 6 8 4 1],2956499,[8 1 3 6 2 5 4 9 7 0],3237339,[8 9 2 3 1 7 0 5 6 4],1003410,[2 7 9 0 5 6 8 1 3 4],1168806,[3 1 9 8 4 0 5 2 6 7],1088102,[2 9 8 7 1 4 5 3 0 6],3587184,[9 7 8 5 1 2 0 3 4 6],2258712,[6 2 0 3 1 8 4 5 7 9],2081530,[5 7 6 0 1 2 4 9 3 8],1801621,[4 9 6 3 1 5 7 0 8 2],1966267,[5 3 8 0 9 4 7 1 6 2],3419582,[9 3 7 4 2 5 6 1 0 8],3353850,[9 2 1 5 0 7 8 3 4 6]
82,791300,[2 1 7 0 3 4 9 6 5 8],1442347,[3 9 7 1 2 5 8 0 6 4],3595051,[9 8 1 3 0 6 7 2 5 4],341796,[0 9 4 7 6 2 5 1 3 8],2720523,[7 4 3 8 5 0 1 6 9 2],2235274,[6 1 4 5 7 2 3 9 0 8],929598,[2 6 0 5 1 8 4 3 7 9],2114611,[5 8 3 4 9 6 7 0 2 1],1578822,[4 3 1 2 8 9 5 0 6 7],2065761,[5 7 1 9 0 6 3 4 8 2],2847569,[7 8 4 9 6 3 2 5 1 0],1423000,[3 9 2 4 5 1 7 8 0 6],3425968,[9 3 8 6 1 5 4 7 0 2],1103949,[3 0 5 1 4 7 9 6 8 2],1485503,[4 0 8 7 2 1 9 6 5 3],2737448,[7 4 9 1 0 2 5 6 3 8],2520086,[6 9 4 0 1 7 5 3 2 8],2081555,[5 7 6 0 1 3 4 9 8 2],703423,[1 9 4 5 8 7 2 0 6 3],1916718,[5 2 6 3 0 8 4 1 7 9]
83,1217374,[3 4 1 6 8 7 9 5 0 2],2173784,[5 9 8 2 0 7 3 4 1 6],487264,[1 4 0 7 8 5 6 9 2 3],338311,[0 9 4 1 8 3 5 2 7 6],83429,[0 3 1 6 9 4 2 8 7 5],2655671,[7 2 8 9 3 4 6 5 1 0],3124901,[8 5 4 0 1 9 2 7 6 3],202195,[0 6 1 2 8 9 7 3 5 4],3453977,[9 4 6 2 1 0 7 8 5 3],502222,[1 4 5 7 6 0 9 8 2 3],2380448,[6 5 0 3 2 1 7 8 4 9],1316800,[3 6 7 1 9 2 5 8 0 4],59907,[0 2 5 9 3 4 1 7 8 6],3346995,[9 2 0 1 6 7 3 5 8 4],467807,[1 3 6 8 7 2 9 5 4 0],2104825,[5 8 1 6 3 2 0 4 9 7],2331960,[6 3 8 5 9 0 1 2 4 7],1937982,[5 3 0 6 7 9 2 1 4 8],3446616,[9 4 3 7 8 6 0 1 2 5],1007102,[2 7 9 6 5 3 4 1 0 8]
84,2110616,[5 8 2 7 3 4 1 6 0 9],1999311,[5 4 6 7 8 9 2 1 3 0],2950650,[8 1 2 5 0 7 9 3 4 6],3371520,[9 2 5 8 6 0 1 3 4 7],2066624,[5 7 2 0 3 9 4 6 1 8],982808,[2 7 4 0 1 3 6 8 5 9],1237089,[3 4 7 5 1 0 6 8 9 2],855558,[2 4 1 8 3 7 5 0 6 9],3021376,[8 2 9 4 3 0 6 7 1 5],481776,[1 3 9 6 0 8 2 4 5 7],1759068,[4 8 6 0 1 9 5 2 3 7],26750,[0 1 7 4 2 9 6 5 3 8],1280977,[3 5 8 1 0 9 2 4 7 6],2196172,[6 0 4 8 2 5 1 9 3 7],2031414,[5 6 3 0 4 7 2 1 8 9],1644696,[4 5 8 2 1 9 0 3 6 7],3351751,[9 2 1 0 4 5 6 3 8 7],535321,[1 5 3 2 7 0 4 6 9 8],910717,[2 5 6 7 9 1 4 0 8 3],1409667,[3 8 9 5 7 1 0 4 6 2]
85,1177308,[3 2 1 7 0 9 6 4 5 8],926953,[2 5 9 8 3 6 0 1 7 4],924299,[2 5 9 3 7 4 1 8 6 0],2488162,[6 8 5 4 7 3 1 9 0 2],1145397,[3 1 5 2 8 9 7 4 6 0],1679631,[4 6 7 1 8 9 3 2 5 0],1122136,[3 0 8 6 5 1 7 9 2 4],776775,[2 1 4 0 9 3 7 6 8 5],1336508,[3 7 1 2 4 6 9 5 0 8],3465106,[9 4 8 3 5 7 1 6 0 2],2635461,[7 2 3 9 4 0 8 5 6 1],359589,[0 9 8 3 4 5 7 2 6 1],3380241,[9 2 7 5 6 4 1 3 8 0],870765,[2 4 6 8 3 1 9 5 7 0],2386636,[6 5 1 4 8 7 0 9 2 3],1929031,[5 2 8 7 1 3 4 0 9 6],2739166,[7 4 9 3 2 1 8 6 0 5],2463571,[6 8 0 7 4 5 9 1 3 2],2847770,[7 8 5 0 2 4 1 6 3 9],2175819,[5 9 8 4 7 6 0 2 3 1]
86,702402,[1 9 4 3 6 2 8 0 5 7],1576659,[4 3 0 8 7 9 1 5 6 2],2222471,[6 1 0 9 7 4 8 5 3 2],382842,[1 0 5 9 7 3 8 2 4 6],736090,[2 0 4 1 6 3 7 9 5 8],464835,[1 3 6 2 7 8 0 5 9 4],879076,[2 4 8 3 9 6 0 7 1 5],2971603,[8 1 6 5 2 3 9 0 7 4],2108203,[5 8 2 3 0 4 9 1 7 6],11935,[0 1 4 5 7 6 3 2 9 8],619322,[1 7 3 9 2 0 4 6 5 8],93949,[0 3 4 7 5 9 6 1 8 2],1272812,[3 5 6 4 8 7 9 1 0 2],1079177,[2 9 7 0 8 1 5 6 4 3],1695852,[4 7 0 5 3 1 8 2 6 9],2530364,[6 9 7 0 3 2 8 4 1 5],2487245,[6 8 5 3 4 0 1 9 7 2],374279,[1 0 4 3 8 9 7 6 5 2],2074400,[5 7 3 6 0 8 2 4 1 9],1564107,[4 2 8 3 5 1 0 7 9 6]
87,1417953,[3 9 1 4 5 2 6 7 8 0],3096925,[8 4 7 3 1 6 5 0 9 2],2350100,[6 4 2 3 0 1 9 7 5 8],3276936,[9 0 3 2 4 8 1 5 6 7],424382,[1 2 6 3 5 7 8 4 0 9],1845080,[5 0 8 1 6 7 3 4 2 9],2850956,[7 8 5 4 3 9 6 1 0 2],346026,[0 9 5 6 4 3 8 1 2 7],3393814,[9 3 1 4 6 7 8 5 0 2],2131698,[5 8 7 9 4 0 6 1 2 3],1168300,[3 1 9 7 5 8 0 6 2 4],2478622,[6 8 3 7 4 0 9 5 1 2],1381888,[3 8 2 1 4 7 6 9 0 5],1071574,[2 9 5 6 1 7 8 4 0 3],948040,[2 6 5 0 8 3 7 9 1 4],3167068,[8 6 4 2 7 1 0 9 3 5],340882,[0 9 4 6 3 7 2 8 1 5],1850534,[5 0 9 2 3 1 7 6 4 8],1919124,[5 2 6 8 3 7 4 0 1 9],3469206,[9 5 0 3 4 1 6 2 7 8]
88,2673145,[7 3 2 4 8 1 0 5 9 6],927654,[2 6 0 1 5 7 4 3 8 9],257921,[0 7 4 2 3 5 8 9 6 1],3220254,[8 7 6 9 3 2 1 0 4 5],1378569,[3 8 1 5 7 0 4 6 9 2],1809767,[4 9 8 0 5 2 7 6 3 1],2138977,[5 9 0 3 7 8 1 2 6 4],868362,[2 4 6 3 0 5 9 1 7 8],952446,[2 6 5 9 8 0 3 1 4 7],3100452,[8 4 9 1 2 0 6 3 5 7],2237149,[6 1 4 9 0 8 5 2 7 3],2466445,[6 8 1 3 5 7 4 0 9 2],3052638,[8 3 6 5 7 4 1 0 2 9],2254129,[6 1 9 2 7 4 0 3 8 5],1614331,[4 5 0 3 1 8 9 2 7 6],1111787,[3 0 6 7 1 9 4 8 5 2],1207502,[3 2 9 6 0 5 7 4 1 8],3084964,[8 4 5 0 7 1 2 9 3 6],1276244,[3 5 7 1 6 2 9 4 0 8],2233961,[6 1 4 2 8 3 7 9 5 0]
89,415258,[1 2 4 5 8 6 3 9 0 7],3163416,[8 6 3 5 4 9 0 1 2 7],1897142,[5 2 0 4 9 6 7 3 1 8],2543868,[7 0 1 8 2 9 5 3 4 6],3356721,[9 2 3 0 1 7 5 6 8 4],83475,[0 3 1 6 9 7 2 5 8 4],214386,[0 6 3 5 8 4 9 1 2 7],2746670,[7 5 0 9 6 8 3 2 1 4],2106310,[5 8 1 9 3 4 7 6 0 2],2027118,[5 6 2 1 4 8 3 0 7 9],2135298,[5 8 9 4 6 0 7 1 2 3],78817,[0 2 9 6 4 8 1 3 7 5],3167334,[8 6 4 3 0 5 2 1 7 9],1839760,[5 0 7 1 3 4 8 9 2 6],2667542,[7 3 1 2 9 5 6 4 0 8],165401,[0 5 1 8 7 3 6 9 4 2],177880,[0 5 4 3 1 6 8 9 2 7],2454243,[6 7 8 9 4 0 1 3 5 2],1669330,[4 6 3 1 7 0 5 9 2 8],3491326,[9 5 4 7 0 2 8 6 1 3]
90,2437471,[6 7 3 5 2 1 4 0 9 8],102042,[0 3 6 2 8 4 9 1 5 7],1245574,[3 4 9 0 8 6 7 5 1 2],3520916,[9 6 2 5 0 8 7 3 1 4],1954534,[5 3 4 8 6 7 9 2 0 1],3402935,[9 3 4 1 2 7 8 6 5 0],3529425,[9 6 4 1 8 7 2 3 5 0],1873557,[5 1 4 8 0 9 7 3 6 2],512833,[1 4 7 8 2 6 0 3 9 5],2563052,[7 0 5 4 8 6 9 2 1 3],2105773,[5 8 1 7 6 0 4 2 9 3],3332193,[9 1 6 2 0 4 5 7 8 3],1583386,[4 3 2 1 0 9 6 8 5 7],3188418,[8 7 0 5 3 1 9 2 4 6],3054206,[8 3 6 9 7 4 2 1 0 5],2794568,[7 6 2 4 3 0 5 8 1 9],1736004,[4 8 0 5 1 7 6 2 3 9],2553065,[7 0 3 5 9 4 6 8 2 1],3087867,[8 4 5 6 7 1 0 3 9 2],1425778,[3 9 2 8 1 5 4 7 0 6]
91,485046,[1 4 0 3 8 2 6 5 7 9],2992934,[8 2 1 7 9 0 5 4 3 6],3256323,[8 9 6 0 5 1 2 4 7 3],3033459,[8 3 1 9 0 7 2 5 6 4],1712278,[4 7 3 8 0 9 6 5 1 2],84056,[0 3 1 7 8 5 4 6 2 9],2511855,[6 9 2 3 7 0 5 4 8 1],1884028,[5 1 7 8 6 2 0 9 3 4],1191726,[3 2 6 5 1 0 7 4 8 9],759972,[2 0 8 7 5 1 6 3 4 9],1476237,[4 0 6 9 2 8 7 3 5 1],1040134,[2 8 7 3 5 6 9 4 0 1],1684856,[4 6 8 2 0 5 3 7 1 9],2140237,[5 9 0 6 4 2 7 1 8 3],811473,[2 3 1 0 4 6 7 8 9 5],2078637,[5 7 4 2 9 8 6 1 3 0],647774,[1 8 0 5 7 2 6 4 3 9],948439,[2 6 5 1 3 8 4 0 9 7],2934324,[8 0 7 2 4 6 5 1 3 9],178911,[0 5 4 6 3 9 7 2 8 1]
92,2697768,[7 3 9 1 8 4 0 2 5 6],37864,[0 1 9 5 6 4 7 8 2 3],1181834,[3 2 4 6 5 8 0 7 1 9],1455167,[4 0 1 8 2 5 9 7 6 3],3176853,[8 6 7 2 1 5 9 3 4 0],2633084,[7 2 3 5 0 4 9 6 1 8],1368684,[3 7 9 4 8 5 2 0 1 6],2749594,[7 5 1 4 9 2 3 8 0 6],1867821,[5 1 3 7 2 0 9 6 8 4],2694370,[7 3 8 5 1 0 4 9 2 6],3005740,[8 2 5 3 6 9 0 7 1 4],2849121,[7 8 5 2 0 6 3 4 9 1],3292567,[9 0 6 3 1 2 5 4 8 7],939754,[2 6 3 5 1 4 7 9 0 8],3264535,[8 9 7 5 0 3 2 1 6 4],1114091,[3 0 7 1 5 2 6 9 8 4],912837,[2 5 7 0 8 9 6 3 4 1],3326952,[9 1 5 0 7 6 2 3 4 8],1594468,[4 3 6 2 7 1 0 9 5 8],2081714,[5 7 6 0 2 8 1 4 3 9]
93,1313786,[3 6 5 7 8 1 0 4 2 9],2351888,[6 4 2 7 5 0 3 8 1 9],425363,[1 2 6 4 8 7 3 9 5 0],299303,[0 8 4 3 7 1 9 6 5 2],2581454,[7 1 0 3 5 2 8 6 4 9],499454,[1 4 5 0 8 2 7 6 3 9],1134468,[3 1 2 0 7 9 6 4 5 8],558477,[1 5 8 7 4 9 6 2 3 0],3254281,[8 9 5 4 7 0 1 2 6 3],2081701,[5 7 6 0 2 4 8 1 9 3],2208965,[6 0 8 3 1 2 4 9 7 5],2712665,[7 4 2 1 6 5 8 9 3 0],2075704,[5 7 3 8 9 2 4 6 0 1],1512575,[4 1 6 0 8 7 9 5 3 2],2869113,[7 9 1 2 8 3 4 5 6 0],2401670,[6 5 4 3 7 9 2 1 0 8],1532531,[4 2 0 1 7 3 6 9 8 5],1617692,[4 5 0 9 7 6 8 2 1 3],1066257,[2 9 4 5 8 3 1 6 7 0],2080128,[5 7 4 8 0 3 1 2 6 9]
94,114926,[0 3 8 7 5 6 4 2 1 9],650381,[1 8 2 0 4 9 3 7 6 5],3238073,[8 9 2 4 1 7 5 6 3 0],1813390,[4 9 8 6 3 2 7 5 0 1],592962,[1 6 7 5 4 2 9 0 3 8],2027248,[5 6 2 1 7 8 4 9 0 3],3292265,[9 0 6 2 5 4 7 8 3 1],186239,[0 5 6 9 4 8 7 3 2 1],1238192,[3 4 7 6 8 1 2 5 0 9],1853639,[5 0 9 7 3 8 6 4 2 1],2293017,[6 2 8 9 5 3 1 4 7 0],1019899,[2 8 3 4 6 0 9 1 7 5],1299331,[3 6 1 8 5 7 9 0 4 2],2541403,[7 0 1 3 8 4 9 2 6 5],2794060,[7 6 2 3 5 9 0 8 1 4],2484609,[6 8 4 9 7 0 2 3 5 1],3233313,[8 9 1 4 6 2 3 5 7 0],1628556,[4 5 3 0 9 2 7 1 6 8],3129420,[8 5 4 9 2 3 6 0 1 7],75683,[0 2 9 1 3 7 5 8 6 4]
95,2780689,[7 5 9 6 0 3 1 2 8 4],2292746,[6 2 8 9 3 1 0 5 4 7],3263462,[8 9 7 3 4 2 5 1 0 6],1243216,[3 4 8 6 7 0 5 9 1 2],1062704,[2 9 3 7 8 6 1 4 0 5],60293,[0 2 5 9 7 4 1 8 6 3],328345,[0 9 2 3 1 5 4 6 8 7],2369178,[6 4 8 0 5 1 9 2 3 7],2492616,[6 8 7 3 9 5 0 1 2 4],1625159,[4 5 2 6 0 9 8 7 3 1],731181,[2 0 3 1 7 4 9 6 8 5],595512,[1 6 8 2 0 7 3 4 5 9],2032244,[5 6 3 1 7 2 9 4 0 8],1009245,[2 8 0 3 7 4 9 5 6 1],151585,[0 4 8 1 6 3 2 5 9 7],1567132,[4 2 8 9 5 3 0 7 1 6],2381815,[6 5 0 7 1 4 3 2 9 8],3449642,[9 4 5 3 1 0 2 7 6 8],3284417,[9 0 4 6 7 1 5 8 3 2],380014,[1 0 5 4 8 7 9 6 2 3]
96,706635,[1 9 5 2 4 7 0 6 8 3],2205935,[6 0 7 5 8 4 9 3 2 1],980663,[2 7 3 6 0 1 9 8 5 4],1289149,[3 5 9 7 2 8 4 0 6 1],1173987,[3 2 0 9 6 4 1 7 8 5],1527883,[4 1 9 2 0 5 8 3 7 6],507396,[1 4 6 7 8 2 5 0 3 9],3497176,[9 5 6 8 1 0 4 7 2 3],3107030,[8 5 0 4 2 9 6 3 1 7],1185512,[3 2 5 1 7 4 6 8 0 9],3008038,[8 2 5 7 6 9 4 3 0 1],974048,[2 7 1 3 9 0 5 6 4 8],2078515,[5 7 4 2 8 9 6 0 3 1],2586993,[7 1 2 4 0 5 6 8 9 3],3413769,[9 3 6 2 4 0 5 7 8 1],2973262,[8 1 6 9 4 0 7 5 2 3],2159105,[5 9 4 2 7 3 6 8 1 0],2887143,[7 9 4 6 8 2 3 1 5 0],554708,[1 5 8 0 4 6 9 3 2 7],2961316,[8 1 4 5 9 6 0 7 2 3]
97,2657041,[7 2 9 1 4 0 3 5 8 6],1655121,[4 6 0 3 8 7 2 5 9 1],484310,[1 4 0 2 7 9 6 5 3 8],3349752,[9 2 0 6 4 7 1 3 5 8],2306650,[6 3 1 7 8 0 4 9 2 5],2414968,[6 5 9 1 0 7 4 8 2 3],2593730,[7 1 3 6 4 5 0 8 2 9],2604905,[7 1 5 8 9 3 4 6 2 0],2035611,[5 6 3 9 1 4 0 7 8 2],1135324,[3 1 2 4 9 0 5 8 6 7],3097145,[8 4 7 3 5 2 6 9 1 0],2688317,[7 3 6 2 8 5 0 9 4 1],1550470,[4 2 5 7 3 6 9 8 0 1],2074630,[5 7 3 6 2 4 9 8 0 1],1018484,[2 8 3 0 6 4 9 5 1 7],1509073,[4 1 5 3 9 7 0 2 8 6],2144614,[5 9 1 4 6 7 8 3 0 2],2380085,[6 5 0 2 8 1 3 9 7 4],3068884,[8 4 0 9 3 1 2 7 5 6],3386258,[9 2 8 7 0 6 1 4 3 5]
98,1173565,[3 2 0 8 9 6 5 1 7 4],3204299,[8 7 3 6 2 4 1 9 5 0],2940153,[8 0 9 3 5 2 4 6 7 1],2703795,[7 4 0 5 2 8 1 6 9 3],3367328,[9 2 5 0 8 1 4 6 3 7],1158318,[3 1 7 8 6 5 2 0 4 9],1879043,[5 1 6 8 7 4 2 9 3 0],938826,[2 6 3 1 9 5 8 0 4 7],2235158,[6 1 4 5 3 2 8 7 0 9],1679311,[4 6 7 1 3 2 5 0 9 8],2405700,[6 5 7 2 1 4 8 0 3 9],3283870,[9 0 4 5 8 3 7 6 1 2],796353,[2 1 8 0 3 5 6 7 9 4],323624,[0 9 1 3 5 8 4 6 2 7],392135,[1 0 7 8 5 6 9 4 3 2],2664021,[7 3 0 6 1 2 9 5 8 4],1452383,[4 0 1 3 5 2 9 8 7 6],576173,[1 6 3 4 2 7 0 9 8 5],3478617,[9 5 2 1 4 6 3 7 8 0],97400,[0 3 5 4 2 8 6 7 1 9]
99,2833491,[7 8 2 1 4 5 0 6 9 3],2968007,[8 1 5 9 2 3 7 6 4 0],119203,[0 3 9 6 5 2 8 1 7 4],1408360,[3 8 9 4 0 2 6 7 1 5],1447105,[3 9 8 0 7 2 1 4 6 5],1789332,[4 9 3 0 2 1 7 5 6 8],673912,[1 8 6 5 9 7 3 4 0 2],965387,[2 6 9 4 7 8 1 5 3 0],1321502,[3 6 8 1 4 5 7 2 0 9],2164376,[5 9 6 3 0 4 2 7 1 8],1614634,[4 5 0 3 7 2 6 9 1 8],2466731,[6 8 1 4 0 2 5 9 7 3],1508342,[4 1 5 2 9 6 7 3 0 8],1660732,[4 6 1 5 7 3 0 9 2 8],2117672,[5 8 4 1 2 3 6 7 0 9],3195567,[8 7 2 0 3 6 5 4 9 1],3561295,[9 7 2 5 1 4 3 0 8 6],2215163,[6 0 9 4 5 7 2 8 3 1],1453738,[4 0 1 6 2 7 5 9 3 8],290972,[0 8 2 7 1 6 9 4 3 5]
100,3259975,[8 9 6 5 4 2 1 0 7 3],2965225,[8 1 5 3 4 2 0 6 9 7],3487497,[9 5 3 8 6 2 1 4 7 0],1874027,[5 1 4 8 7 9 2 6 3 0],1010485,[2 8 0 5 4 7 6 1 9 3],1066285,[2 9 4 5 8 6 3 0 7 1],104992,[0 3 6 8 7 9 4 5 1 2],2271148,[6 2 3 7 4 1 0 9 5 8],2088878,[5 7 8 3 1 2 6 4 0 9],2916717,[8 0 3 6 9 7 5 2 4 1],1263796,[3 5 2 8 1 7 0 9 4 6],1793965,[4 9 3 8 5 6 2 0 7 1],2920965,[8 0 4 5 9 2 7 3 6 1],1706112,[4 7 2 5 6 8 0 1 3 9],1306405,[3 6 4 1 5 8 7 0 9 2],954240,[2 6 7 3 4 0 1 5 8 9],3516376,[9 6 1 5 8 0 4 7 2 3],2880611,[7 9 3 4 8 0 2 6 5 1],846656,[2 3 9 8 7 4 1 5 0 6],145820,[0 4 6 9 5 1 8 3 2 7]
