2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
80,129909,[0 4 2 8 5 6 9 3 7 1],177475,[0 5 4 2 6 9 8 1 7 3],512791,[1 4 7 8 2 3 5 0 9 6],351243,[0 9 6 5 8 1 2 4 7 3],1122381,[3 0 8 6 9 1 7 4 5 2],1681105,[4 6 7 3 9 1 0 2 8 5],2077775,[5 7 4 1 8 6 9 3 2 0],1383921,[3 8 2 6 0 7 4 5 9 1],1206352,[3 2 9 4 5 8 6 7 0 1],301013,[0 8 4 7 1 5 2 9 6 3],341583,[0 9 4 7 3 5 6 2 8 1],1171140,[3 2 0 5 7 6 8 1 4 9],2575577,[7 0 9 1 3 2 6 8 5 4],1317526,[3 6 7 2 9 1 8 5 0 4],3116526,[8 5 2 3 6 0 4 1 7 9],3025212,[8 3 0 2 7 1 6 4 5 9],427639,[1 2 6 8 9 5 3 0 7 4],375237,[1 0 4 6 2 9 8 5 7 3],825192,[2 3 5 8 0 7 1 4 6 9],1707383,[4 7 2 8 3 0 9 6 5 1]
81,171381,[0 5 3 1 2 4 9 7 8 6],136077,[0 4 3 9 8 7 6 2 5 1],521369,[1 4 9 5 0 7 6 8 3 2],357887,[0 9 8 1 2 4 7 6 5 3],1126794,[3 0 9 5 8 7 6 1 2 4],1682299,[4 6 7 8 3 0 9 1 5 2],2103709,[5 8 1 3 7 9 4 0 6 2],1408466,[3 8 9 4 1 2 0 6 5 7],1203903,[3 2 8 9 0 5 6 4 7 1],309074,[0 8 6 3 2 7 1 5 4 9],368967,[1 0 3 4 6 8 7 5 9 2],1205068,[3 2 9 0 7 4 1 8 5 6],2531948,[6 9 7 2 4 3 8 1 0 5],1340225,[3 7 1 9 4 5 6 8 2 0],3059791,[8 3 9 0 6 2 4 1 7 5],3083088,[8 4 3 7 0 5 1 2 6 9],433783,[1 2 8 0 5 9 4 3 7 6],429177,[1 2 7 3 0 6 5 8 9 4],858005,[2 4 3 1 8 0 5 9 7 6],1698993,[4 7 1 0 8 3 5 6 9 2]
82,179158,[0 5 4 6 8 9 7 3 1 2],181777,[0 5 6 1 4 9 2 3 8 7],509921,[1 4 7 2 3 5 8 9 6 0],365569,[1 0 2 6 8 5 3 4 9 7],1133670,[3 1 0 9 6 4 5 2 7 8],1730174,[4 7 9 2 0 1 6 5 3 8],2075803,[5 7 3 9 0 2 8 1 6 4],1410250,[3 8 9 6 5 0 2 7 1 4],1238235,[3 4 7 6 8 5 0 2 9 1],292582,[0 8 3 1 5 2 9 7 4 6],348714,[0 9 6 2 3 8 7 1 4 5],1199791,[3 2 8 0 5 4 6 1 9 7],2538030,[6 9 8 4 0 2 3 1 5 7],1349507,[3 7 4 8 1 9 2 6 5 0],3128852,[8 5 4 7 3 6 9 1 0 2],3048357,[8 3 5 7 6 9 4 1 2 0],450265,[1 3 2 5 6 4 0 7 9 8],408123,[1 2 0 9 8 3 4 6 7 5],855203,[2 4 1 7 8 6 3 9 5 0],1656976,[4 6 0 8 3 1 7 9 2 5]
83,184638,[0 5 6 7 3 8 2 1 4 9],164364,[0 5 1 7 3 8 6 2 4 9],521065,[1 4 9 3 7 2 0 5 8 6],352016,[0 9 6 7 8 3 2 4 1 5],1112534,[3 0 6 8 2 1 7 5 4 9],1701872,[4 7 1 6 8 2 3 5 0 9],2140776,[5 9 0 7 2 8 1 3 4 6],1430192,[3 9 4 7 2 1 5 6 0 8],1183976,[3 2 4 9 5 6 1 7 0 8],278465,[0 7 9 2 6 4 5 8 3 1],301218,[0 8 4 7 3 1 9 2 5 6],1212320,[3 4 0 6 8 7 2 5 1 9],2577059,[7 0 9 3 2 5 4 8 6 1],1308684,[3 6 4 7 5 8 2 0 1 9],3075194,[8 4 2 1 0 7 3 6 5 9],3067768,[8 4 0 6 7 5 3 9 1 2],453089,[1 3 2 9 4 7 6 8 5 0],389112,[1 0 7 3 5 8 2 4 6 9],806630,[2 3 0 1 5 9 7 6 4 8],1711754,[4 7 3 6 2 8 0 5 1 9]
84,144246,[0 4 6 7 3 1 5 2 8 9],182403,[0 5 6 2 4 1 3 8 9 7],501029,[1 4 5 3 9 2 0 8 7 6],322361,[0 8 9 7 5 2 4 6 3 1],1135212,[3 1 2 4 8 0 7 5 6 9],1728728,[4 7 9 0 1 2 5 6 3 8],2143006,[5 9 1 2 4 3 8 7 0 6],1405471,[3 8 7 9 0 2 4 1 6 5],1238282,[3 4 7 6 9 0 1 5 2 8],278473,[0 7 9 2 6 5 1 3 8 4],333258,[0 9 3 1 8 2 7 4 5 6],1200420,[3 2 8 1 4 6 7 0 5 9],2562366,[7 0 5 3 9 1 4 2 6 8],1330796,[3 7 0 1 4 9 8 5 2 6],3094909,[8 4 7 0 3 9 5 1 6 2],3078674,[8 4 2 7 9 5 0 3 1 6],463952,[1 3 6 0 5 4 7 8 2 9],391835,[1 0 7 8 3 4 5 9 6 2],813663,[2 3 1 6 0 7 8 5 9 4],1682147,[4 6 7 8 1 9 2 5 3 0]
85,177927,[0 5 4 3 1 8 7 6 9 2],152496,[0 4 8 2 7 9 1 3 5 6],548531,[1 5 6 8 9 0 3 7 4 2],326903,[0 9 1 8 2 3 7 6 5 4],1112013,[3 0 6 7 4 8 9 2 5 1],1666779,[4 6 2 7 9 8 0 3 5 1],2109483,[5 8 2 4 9 0 1 6 7 3],1447297,[3 9 8 1 0 7 2 4 6 5],1215049,[3 4 1 0 7 6 2 5 9 8],267801,[0 7 6 1 9 5 3 4 8 2],310994,[0 8 6 5 9 4 1 3 2 7],1222745,[3 4 2 7 1 6 8 9 5 0],2539597,[6 9 8 7 1 2 4 0 5 3],1358365,[3 7 6 4 5 8 2 0 9 1],3072471,[8 4 1 6 2 9 5 3 7 0],3077464,[8 4 2 6 1 5 7 9 0 3],483452,[1 3 9 8 4 6 7 2 0 5],391785,[1 0 7 8 2 9 4 5 6 3],828117,[2 3 6 4 0 9 8 5 7 1],1723179,[4 7 6 9 1 8 0 3 5 2]
86,149650,[0 4 7 6 9 1 3 8 2 5],184190,[0 5 6 4 8 9 3 2 1 7],503415,[1 4 5 9 2 0 7 6 8 3],343160,[0 9 5 1 6 7 3 4 2 8],1105031,[3 0 5 2 8 6 9 7 4 1],1689587,[4 6 9 1 5 8 2 7 3 0],2116947,[5 8 4 0 2 3 1 7 9 6],1447506,[3 9 8 1 4 5 7 0 2 6],1247319,[3 4 9 5 2 1 7 6 8 0],274058,[0 7 8 3 5 9 1 4 2 6],325822,[0 9 1 6 5 2 8 7 3 4],1193790,[3 2 6 9 0 4 5 1 7 8],2534665,[6 9 7 8 2 1 0 3 5 4],1304073,[3 6 2 8 1 4 5 7 9 0],3085375,[8 4 5 1 2 6 3 0 9 7],3056432,[8 3 7 4 0 2 5 6 1 9],449090,[1 3 2 0 8 6 4 7 5 9],427342,[1 2 6 8 5 0 9 7 3 4],810544,[2 3 0 8 7 5 6 9 1 4],1670386,[4 6 3 2 9 8 1 7 0 5]
87,152482,[0 4 8 2 7 6 3 9 1 5],202348,[0 6 1 3 2 5 4 9 7 8],548772,[1 5 6 9 2 0 7 3 4 8],367828,[1 0 2 9 8 4 3 7 5 6],1108694,[3 0 5 9 8 1 6 4 2 7],1683800,[4 6 8 0 5 7 2 3 1 9],2115116,[5 8 3 6 4 9 7 1 0 2],1436061,[3 9 5 8 4 0 7 2 6 1],1192068,[3 2 6 5 7 9 4 0 1 8],273705,[0 7 8 3 1 9 4 5 6 2],299960,[0 8 4 5 6 7 2 3 1 9],1202602,[3 2 8 6 1 7 4 9 0 5],2564233,[7 0 5 8 3 6 1 2 9 4],1351521,[3 7 5 1 0 8 4 6 9 2],3064960,[8 4 0 1 9 3 6 7 2 5],3051909,[8 3 6 4 7 2 9 1 5 0],419782,[1 2 5 4 0 3 9 8 6 7],390970,[1 0 7 6 2 3 5 9 4 8],816464,[2 3 1 9 8 7 4 5 0 6],1678056,[4 6 5 9 3 8 0 1 2 7]
88,169865,[0 5 2 7 9 4 6 8 3 1],171906,[0 5 3 1 8 6 9 2 4 7],490615,[1 4 2 5 6 7 3 0 9 8],346373,[0 9 5 7 1 4 2 8 6 3],1116635,[3 0 7 5 9 2 4 8 6 1],1698905,[4 7 1 0 6 5 8 9 3 2],2114277,[5 8 3 4 2 9 7 1 6 0],1443131,[3 9 7 2 4 0 5 8 6 1],1245872,[3 4 9 1 5 2 6 7 0 8],292694,[0 8 3 1 6 2 7 5 4 9],371017,[1 0 3 7 4 9 2 5 8 6],1198232,[3 2 7 8 1 4 5 6 0 9],2535781,[6 9 8 0 7 3 4 1 5 2],1338790,[3 7 1 6 4 5 9 8 0 2],3099774,[8 4 9 0 2 5 3 1 6 7],3017699,[8 2 7 6 1 4 3 9 5 0],417837,[1 2 4 9 3 8 7 5 6 0],422152,[1 2 5 8 3 9 6 7 0 4],817993,[2 3 4 5 0 8 1 6 9 7],1678287,[4 6 5 9 8 3 2 1 7 0]
89,146472,[0 4 7 1 5 8 2 3 6 9],187126,[0 5 7 1 9 3 8 6 2 4],489968,[1 4 2 3 7 0 6 8 5 9],381089,[1 0 5 7 3 8 6 9 4 2],1134601,[3 1 2 0 9 4 5 6 8 7],1735535,[4 8 0 3 5 7 9 6 2 1],2090890,[5 7 8 9 0 1 3 6 2 4],1434157,[3 9 5 4 8 1 6 0 7 2],1236567,[3 4 7 2 5 8 6 1 9 0],316988,[0 8 7 9 2 4 6 3 1 5],339025,[0 9 4 2 8 3 1 5 7 6],1199051,[3 2 7 9 4 0 5 8 6 1],2540461,[7 0 1 2 5 6 8 3 9 4],1328035,[3 6 9 4 2 8 7 0 5 1],3066621,[8 4 0 5 2 1 9 6 7 3],3066388,[8 4 0 3 9 2 1 7 5 6],421610,[1 2 5 7 6 4 0 8 3 9],400544,[1 0 9 5 3 8 4 6 2 7],813794,[2 3 1 6 4 8 0 7 5 9],1665950,[4 6 2 5 8 9 3 1 0 7]
90,177779,[0 5 4 2 9 6 3 8 7 1],149786,[0 4 7 8 1 3 2 6 5 9],503209,[1 4 5 8 9 3 0 2 7 6],330532,[0 9 2 6 1 5 3 8 4 7],1143010,[3 1 4 8 6 0 5 9 2 7],1668432,[4 6 3 0 2 8 1 5 7 9],2086725,[5 7 8 0 2 3 9 4 6 1],1438971,[3 9 6 4 5 2 0 7 8 1],1251333,[3 5 0 2 9 7 8 4 6 1],312226,[0 8 6 9 4 7 2 5 1 3],315924,[0 8 7 5 6 4 3 1 2 9],1212263,[3 4 0 6 8 1 9 7 5 2],2547012,[7 0 2 4 6 1 8 3 5 9],1356668,[3 7 6 1 2 5 9 4 0 8],3088905,[8 4 5 9 0 7 2 3 6 1],3073544,[8 4 1 7 6 9 2 3 0 5],426001,[1 2 6 5 8 0 3 4 9 7],425483,[1 2 6 4 9 7 3 8 5 0],812950,[2 3 1 5 0 7 9 8 4 6],1666833,[4 6 2 8 0 3 5 7 9 1]
91,141094,[0 4 5 9 8 6 7 3 1 2],177063,[0 5 4 1 9 6 7 3 8 2],488699,[1 4 0 9 7 5 3 8 6 2],347408,[0 9 5 8 4 1 3 6 2 7],1165204,[3 1 9 2 5 0 4 8 6 7],1736594,[4 8 0 5 9 6 1 3 2 7],2116833,[5 8 4 0 1 3 6 7 9 2],1450933,[3 9 8 7 1 0 5 2 6 4],1233716,[3 4 6 8 2 9 7 1 0 5],292408,[0 8 3 1 2 7 6 9 4 5],366433,[1 0 2 7 9 6 3 4 8 5],1186771,[3 2 5 6 1 8 9 0 7 4],2557237,[7 0 4 3 8 2 6 1 9 5],1361164,[3 7 8 0 5 1 2 9 4 6],3076183,[8 4 2 3 5 9 1 0 7 6],3043964,[8 3 4 9 6 1 7 2 0 5],429041,[1 2 7 0 9 4 6 8 5 3],410282,[1 2 3 5 9 0 4 7 6 8],867149,[2 4 6 0 5 3 1 9 8 7],1713286,[4 7 3 9 5 1 8 6 0 2]
92,131290,[0 4 3 1 6 2 7 9 5 8],151900,[0 4 8 1 9 7 2 6 3 5],479237,[1 3 9 0 6 7 2 8 5 4],339263,[0 9 4 3 2 1 8 7 6 5],1144681,[3 1 5 0 9 2 4 6 8 7],1687418,[4 6 8 7 3 9 0 2 1 5],2079550,[5 7 4 6 1 3 9 8 0 2],1400864,[3 8 6 9 4 7 1 2 0 5],1220629,[3 4 2 1 5 9 7 0 8 6],264001,[0 7 5 3 8 1 2 4 9 6],346590,[0 9 5 7 3 2 4 1 6 8],1217091,[3 4 1 6 5 7 0 8 9 2],2528664,[6 9 5 7 0 2 1 3 4 8],1369900,[3 7 9 6 4 8 0 5 1 2],3091084,[8 4 6 2 1 0 3 9 5 7],3077222,[8 4 2 5 9 3 6 1 0 7],479735,[1 3 9 2 4 7 8 6 5 0],392873,[1 0 7 9 5 8 4 6 3 2],798038,[2 1 8 4 5 3 7 6 0 9],1655941,[4 6 0 5 9 3 7 1 8 2]
93,134953,[0 4 3 8 5 7 1 2 9 6],149975,[0 4 7 8 2 6 9 5 3 1],491778,[1 4 2 7 0 3 9 5 6 8],337261,[0 9 3 8 4 5 6 1 7 2],1101629,[3 0 4 7 1 5 2 9 8 6],1692627,[4 6 9 7 8 1 0 3 5 2],2136048,[5 8 9 6 4 2 0 1 3 7],1414062,[3 9 0 5 8 7 2 1 4 6],1230847,[3 4 6 1 7 0 5 2 9 8],260126,[0 7 4 6 2 8 5 3 1 9],351043,[0 9 6 5 4 2 8 1 7 3],1220969,[3 4 2 1 8 7 6 9 5 0],2539874,[6 9 8 7 3 4 0 2 1 5],1373714,[3 8 0 5 9 6 1 4 2 7],3126736,[8 5 4 2 7 0 6 9 1 3],3069133,[8 4 0 9 6 1 5 2 7 3],467556,[1 3 6 8 4 2 7 0 5 9],376156,[1 0 4 7 5 8 2 9 3 6],830397,[2 3 6 8 1 9 7 4 5 0],1686683,[4 6 8 5 3 7 1 9 2 0]
94,188779,[0 5 7 4 2 1 9 3 8 6],204436,[0 6 1 5 9 7 2 8 3 4],542839,[1 5 4 7 9 6 2 0 8 3],374447,[1 0 4 5 2 6 9 8 7 3],1150977,[3 1 6 4 7 5 2 8 9 0],1677890,[4 6 5 9 2 3 0 7 1 8],2138581,[5 9 0 3 2 6 7 1 8 4],1444960,[3 9 7 5 8 1 4 6 0 2],1192453,[3 2 6 7 1 0 8 4 9 5],254584,[0 7 3 5 6 4 8 9 1 2],348859,[0 9 6 2 5 1 8 3 7 4],1208352,[3 2 9 7 1 6 0 4 5 8],2520963,[6 9 4 1 3 0 2 7 8 5],1318294,[3 6 7 4 9 5 8 2 0 1],3113505,[8 5 1 7 2 9 3 4 6 0],3080388,[8 4 3 1 2 9 6 0 5 7],436053,[1 2 8 5 6 7 9 3 4 0],382325,[1 0 5 9 2 3 4 8 7 6],809410,[2 3 0 7 4 1 6 9 5 8],1708399,[4 7 2 9 6 5 1 0 8 3]
95,165360,[0 5 1 8 7 2 3 4 6 9],184860,[0 5 6 7 8 3 4 1 2 9],489329,[1 4 2 0 7 8 6 9 5 3],319073,[0 8 9 3 1 7 5 6 4 2],1124362,[3 0 9 1 6 7 4 8 2 5],1694663,[4 7 0 2 8 1 9 6 5 3],2104233,[5 8 1 4 6 2 3 7 9 0],1441888,[3 9 7 0 5 6 4 8 1 2],1186281,[3 2 5 4 7 8 1 6 9 0],276391,[0 7 8 6 9 2 3 1 5 4],310749,[0 8 6 5 4 3 9 2 7 1],1202529,[3 2 8 6 1 0 5 7 9 4],2522615,[6 9 4 3 5 7 8 2 1 0],1329977,[3 6 9 8 1 0 5 7 4 2],3094835,[8 4 7 0 3 2 5 9 6 1],3071341,[8 4 1 3 7 5 6 0 9 2],417944,[1 2 4 9 5 8 3 6 0 7],395572,[1 0 8 5 4 6 2 9 3 7],821056,[2 3 4 9 5 0 7 8 1 6],1688727,[4 6 9 0 3 7 5 2 8 1]
96,167836,[0 5 2 4 1 8 3 9 6 7],143207,[0 4 6 3 9 2 8 7 5 1],521713,[1 4 9 5 6 7 0 2 8 3],370527,[1 0 3 6 7 8 5 4 9 2],1130712,[3 1 0 5 6 8 2 4 7 9],1710787,[4 7 3 5 0 6 9 1 8 2],2123802,[5 8 6 2 7 1 9 0 3 4],1430140,[3 9 4 7 1 8 0 6 2 5],1191008,[3 2 6 4 1 0 7 8 5 9],271018,[0 7 6 8 3 4 2 9 1 5],350573,[0 9 6 4 8 3 1 7 5 2],1196315,[3 2 7 4 6 1 5 9 8 0],2546805,[7 0 2 4 3 5 9 6 8 1],1311091,[3 6 5 0 9 7 8 1 4 2],3098184,[8 4 7 6 0 2 1 3 5 9],3019756,[8 2 9 1 0 6 3 7 4 5],445026,[1 3 0 5 2 7 9 4 6 8],420403,[1 2 5 4 9 3 8 0 7 6],863807,[2 4 5 3 8 1 9 7 6 0],1714471,[4 7 5 1 2 3 6 0 9 8]
97,178265,[0 5 4 3 7 6 8 9 2 1],181870,[0 5 6 1 7 4 9 8 2 3],535245,[1 5 3 2 6 4 9 7 8 0],388879,[1 0 7 3 2 8 5 4 9 6],1159493,[3 1 8 0 5 6 2 9 7 4],1733876,[4 8 0 1 2 9 7 5 3 6],2110527,[5 8 2 7 1 6 4 3 9 0],1386952,[3 8 4 1 2 9 6 7 0 5],1221141,[3 4 2 5 0 1 9 7 8 6],280121,[0 7 9 5 1 3 6 8 4 2],311213,[0 8 6 7 2 4 1 9 5 3],1186863,[3 2 5 6 4 7 8 1 9 0],2534572,[6 9 7 8 1 3 0 5 2 4],1305291,[3 6 2 9 8 4 0 5 7 1],3117303,[8 5 2 4 6 3 7 1 9 0],3024645,[8 3 0 1 9 4 7 5 6 2],451363,[1 3 2 6 9 4 8 0 7 5],397506,[1 0 8 9 2 5 7 3 4 6],867612,[2 4 6 1 0 3 8 5 7 9],1704547,[4 7 2 1 5 6 9 0 8 3]
98,141340,[0 4 6 1 3 9 2 8 5 7],200413,[0 5 9 7 3 1 6 2 8 4],505844,[1 4 6 3 7 2 9 5 0 8],320579,[0 8 9 5 2 4 3 7 6 1],1104159,[3 0 5 1 7 4 8 6 9 2],1690200,[4 6 9 2 5 0 1 3 7 8],2139822,[5 9 0 4 8 7 2 1 3 6],1386631,[3 8 4 0 9 2 5 1 7 6],1235500,[3 4 7 0 9 8 1 6 2 5],264137,[0 7 5 3 9 1 6 8 4 2],342662,[0 9 4 8 7 3 5 2 1 6],1223379,[3 4 2 8 0 9 1 6 7 5],2538776,[6 9 8 5 0 3 2 4 1 7],1316382,[3 6 7 1 2 9 4 0 5 8],3128058,[8 5 4 6 3 0 9 1 2 7],3015737,[8 2 7 3 5 0 6 9 4 1],447947,[1 3 0 9 2 8 5 7 6 4],380325,[1 0 5 6 3 4 9 7 8 2],830927,[2 3 6 9 0 4 8 7 5 1],1687849,[4 6 8 9 1 3 0 2 7 5]
99,131596,[0 4 3 1 8 7 2 9 5 6],193209,[0 5 8 3 4 1 6 7 9 2],498308,[1 4 3 9 0 6 8 5 2 7],353741,[0 9 7 2 3 8 1 6 5 4],1129665,[3 1 0 2 9 8 5 6 7 4],1703635,[4 7 2 0 1 9 8 3 6 5],2141098,[5 9 0 7 6 3 2 8 1 4],1432577,[3 9 5 1 7 0 6 8 4 2],1198761,[3 2 7 8 9 5 1 4 6 0],258814,[0 7 4 3 5 8 9 6 1 2],344214,[0 9 5 3 1 6 4 2 7 8],1224671,[3 4 2 9 8 5 7 6 1 0],2557075,[7 0 4 3 5 9 8 1 6 2],1358173,[3 7 6 4 2 0 8 1 9 5],3078168,[8 4 2 7 1 5 0 3 6 9],3030205,[8 3 1 2 6 7 5 0 9 4],446132,[1 3 0 6 7 8 9 4 2 5],366658,[1 0 2 8 4 6 5 9 3 7],841848,[2 3 9 0 4 6 1 5 7 8],1687490,[4 6 8 7 5 2 0 3 1 9]
100,147421,[0 4 7 2 8 5 6 1 9 3],172848,[0 5 3 4 1 7 2 6 8 9],485130,[1 4 0 3 8 7 9 2 5 6],384973,[1 0 6 4 8 2 7 3 9 5],1150869,[3 1 6 4 5 7 9 2 8 0],1667354,[4 6 2 8 7 5 0 3 1 9],2135481,[5 8 9 4 7 3 1 2 6 0],1413043,[3 9 0 4 6 2 8 1 7 5],1186571,[3 2 5 6 0 1 7 9 8 4],277095,[0 7 8 9 6 1 4 3 5 2],344589,[0 9 5 3 6 4 8 2 7 1],1195927,[3 2 7 4 0 1 6 5 9 8],2540411,[7 0 1 2 5 3 6 9 8 4],1342288,[3 7 2 4 1 8 6 9 0 5],3108431,[8 5 0 7 2 4 9 6 3 1],3035193,[8 3 2 1 6 4 5 7 9 0],462353,[1 3 5 8 0 9 6 7 4 2],377507,[1 0 4 9 3 8 5 7 6 2],865898,[2 4 5 8 6 9 0 3 1 7],1718865,[4 7 6 0 2 9 3 5 8 1]
